0,trials,blocks,66961,67378,67765,68818,69298,69844,67684,68812,69094,69592,69622,67120,67360,67567,67672,68977,69478,68932,67072,69610
,1,1,1.123076923,2.894545454,0.67804878,0.964,0.712903226,1.04375,0.608695652,0.787096774,1.329577465,1,1.014285714,2.8,1,1,0.494339623,0.28,0.014285714,4.078947369,0.422580645,0.569565217
,2,1,0.292134831,0.028571429,0.296240602,0.125,0.107438017,0.0125,0.322580645,0.288073394,0.017391304,1,1.529411765,0.390322581,1,1,0.296875,0.127272727,0.394957983,1.72,0.655882353,1.286486487
,3,1,0.442253521,0.065822785,0.384615385,0.272413793,0.217647059,0.139130435,0.253658537,0.304545455,0.2,0.705769231,0.239344262,0.13877551,1,1,0.008988764,0.331506849,1.242307692,0.453846154,0.612307692,0.1
,4,1,0.023853211,0.417142857,0.665116279,0.722413793,0.044444444,0.036363636,0.017391304,0.458227848,0.181818182,0.370454545,0.364705882,0.189830508,1,1,0.072727273,0.99338843,0.345454546,0.024096386,0.140298507,0.390909091
,5,1,0.047933884,0.123893805,3.590243902,0.258823529,0.353846154,0.22,0.081632653,0.110344828,0.233333333,0.196694215,0.095652174,0.005194805,1,1,0.552941177,0.131818182,0.6,0.325,0.41875,0.08
,6,1,0.285714286,0.388679245,0.116666667,0.228571429,0.129032258,0.025,0.475590551,0.181818182,0.431578947,0.160526316,0.623255814,1.688607595,1,1,0.087323944,0.066019417,0.465116279,0.005263158,0.112,0.085
,7,1,0.013333333,0.061971831,0.026229508,0.713253012,0.08,0.047272727,0.258823529,0.006779661,0.042105263,0.307692308,0.036363636,0.861016949,1,1,0.1,0.07804878,0.065648855,0.012903226,0.146902655,0.208219178
,8,1,0.065822785,0.042990654,0.0775,1.029090909,0.387234043,0.124324324,0.223157895,0.178571429,0.1,0.169230769,0.073076923,0.382089552,1,1,0.02173913,0.058823529,0.531914894,0.143529412,0.098947368,0.191836735
,9,1,0.168656716,0.12967033,0.090140845,1.872340426,0.12195122,0.049056604,0.138461538,0.10989011,0.341463415,0.017391304,0.145454545,0.207894737,1,1.847058823,0.419230769,0.55,0.398347107,0.134615385,0.210344828,0.44
,10,1,0.36097561,0.13,0.047058824,0.409375,0.175,0.219277108,0.277165354,0.134,0.134351145,0.083928571,0.002173913,0.195121951,1,0.286206897,0.054545455,0.264864865,0,1.189473684,1,0.470422535
,11,1,0.24,0.270886076,0.22,0.44137931,0.118367347,0.134177215,0.304081633,0.39245283,1,0.12967033,0.239655172,0.0125,0.228846154,1.127272727,0.242105263,0.480645161,0.111304348,0.0944,0.35,0.58961039
,12,1,0.213043478,0.35,0.187804878,0.567241379,0.016494845,0.498360656,0.466129032,0.231460674,0.127692308,0.202531646,0.951351351,0.488461538,0.188732394,2.190322581,0.040625,0.285714286,0.134782609,0.269473684,0.138235294,0.417021277
,13,1,0.066037736,0.050909091,0.118367347,0.334782609,0.479338843,0.087323944,0.4175,0.674418605,0.481355932,0.030769231,0.058823529,0.301538462,0.536363636,0.140594059,0.263157895,0.063265306,0.08,0.157798165,0.232786885,1.507692308
,14,1,0.025,0.271428571,0.055,0.44,0.027027027,0.125,0.623880597,0.368085106,0.342857143,0.170434783,0.053191489,0.1,0.290909091,0.146774194,0.16557377,0.08,0.945945946,0.3,0.125,0.360526316
,15,1,0.175206612,0.24,0.11,0.412307692,0.216666667,0.025316456,0.111764706,1.479591837,0.149090909,0.206593406,0.046511628,0.330434783,0.266666667,0.575,0.503937008,0.278947368,0.145454545,0.317525773,0.01,0.018181818
,16,2,0.18852459,0.264122137,0.304545455,0.415384615,0.009756098,0.288888889,0.426415095,0.228037383,0.025688073,0.172093023,0.376470588,0.088,0.216216216,0.986792453,0.003305785,0.234883721,0.033043478,0.027027027,0.1,0.109090909
,17,2,0.173214286,0.055,0.28,0.936842105,0.254285714,0.07027027,0.323076923,0.373333333,0.248387097,0.008474576,2.523404255,0.157142857,0.210909091,1.241818182,1,0.083673469,0.036956522,0.073076923,1,0.1
,18,2,0.228571429,0.353846154,0.473170732,2.2,0.367567568,0.021621622,0.4,0.198019802,0.463829787,0.125,0.158139535,0.043181818,0.538461539,0.2,0.087128713,0.381034483,0.151923077,0.107692308,0.045454545,1.084210526
,19,2,0.13258427,0.028,0.142608696,0.650746269,0.002531646,0.317241379,0.040366972,0.036956522,0.1,0.485714286,0.063636364,0.037931034,0.226666667,2.137142857,0.215,0.395918367,0.086206897,0.466666667,0.06744186,0.150819672
,20,2,0.08988764,0.242857143,0.178181818,1.640677966,0.188235294,0.1,0.147368421,0.62,0,0.116666667,0.095652174,0.217391304,2.317647059,0.042105263,0.090322581,0.020895522,0.107692308,0.112359551,0.188235294,0.256521739
,21,2,0.059813084,0.112727273,0.497058824,0.11,0.062184874,0.366666667,0.077272727,0.257534246,0.572881356,0.138235294,0.053333333,0.04,1.25,2.358490566,0.32244898,0.175,0.149606299,0.249253731,0.044247788,0.032786885
,22,2,0.173913044,0.161290323,0.3376,0.34,0.45862069,0.309589041,0.137815126,0.48,0.2,0.186538462,0.015625,0.235616438,0.354716981,0.07027027,0.146391753,0.121311475,0.071910112,0.179310345,0.127710843,0.355223881
,23,2,0.488461538,0.286486487,0.134615385,0.19,0.118918919,0.055172414,0.356716418,0.045454545,0.289908257,0.054054054,0.2875,0.089473684,0.08,0.079545455,0.243636364,0.065384615,0.033663366,0.184615385,0.510344828,0.14084507
,24,2,0.071875,0.009756098,0.604,0.45,0.070689655,0.296551724,0.64117647,0.2,0.147368421,0,0.204511278,0.11875,0.15,0.739325843,0.093233083,0.185365854,0.469387755,0.219834711,0.004651163,0.157142857
,25,2,0.417647059,0.088372093,0.463157895,0.038461538,0.547368421,0.019469027,0.01,0.270886076,0.528571429,0.076106195,0.028571429,0.428865979,0.309090909,0.020253165,0.479518072,0.181818182,0.124770642,0.395,0.5125,0.521875
,26,2,0.186363636,0.355789474,1.573626374,1.357522124,0.033043478,0.177142857,0.238461538,0.121311475,0.4672,0.086153846,0.235294118,0.172093023,0.230534351,0.216129032,0.295,0.300970874,0.512,0.204651163,0.037837838,0.192207792
,27,2,0.120610687,0.304950495,0.037209302,1.553846154,0.057142857,0.093233083,0.114754098,0.104950495,0.184375,0.171428571,0.028947368,0.101176471,1,2.95,0.421052632,0.146551724,0.429411765,0.109302326,0.4,0.390909091
,28,2,0.158878505,0.145,0.247244094,2.8,0.128421053,0.926530612,0.495121951,0.066037736,0.04,0.169230769,0.149090909,0.196694215,0.511428571,0.307692308,0.210619469,0.501538462,0.427272727,0.28,0.263636364,0.341818182
