consentMouse1.x,consentMouse1.y,consentMouse1.leftButton,consentMouse1.midButton,consentMouse1.rightButton,consentMouse1.clicked_name,consent_Mouse.x,consent_Mouse.y,consent_Mouse.leftButton,consent_Mouse.midButton,consent_Mouse.rightButton,consent_Mouse.clicked_name,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,start_distance,fixedOri,minimalDistance,maxOri,this_ori,accuracy,presented_accuracy,submitMouse.x,submitMouse.y,submitMouse.leftButton,submitMouse.midButton,submitMouse.rightButton,submitMouse.time,submitMouse.clicked_name,block_accuracy,continueMouse.x,continueMouse.y,continueMouse.leftButton,continueMouse.midButton,continueMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,startOri,participant,condition,nTrials,date,expName,psychopyVersion,OS,frameRate,continueMouse.clicked_name,EndButtonMouse.x,EndButtonMouse.y,EndButtonMouse.leftButton,EndButtonMouse.midButton,EndButtonMouse.rightButton,EndButtonMouse.clicked_name
0.397617188,-0.403146701,1,0,0,consent_button1,0.418988715,-0.397113715,1,0,0,consent_button,0.058541667,-0.335425347,1,0,0,67.22222222,-32,20,75,-37.77777778,5.777777778,5.777777778,0.390681424,-0.285980903,1,0,0,1.681,submitButton,5.777777778,-0.160021701,-0.393741319,0,0,0,0,0,0,106,1,32,21984,N,180,2022-02-09_21h46.08.133,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-32.22222222,70,20,75,63.77777778,6.222222222,6.222222222,0.21796875,-0.303381076,1,0,0,0.5841,submitButton,6,-0.200611979,-0.357669271,0,0,0,0,1,1,144,1,70,21984,N,180,2022-02-09_21h46.08.133,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,37.77777778,-16,20,75,-23.22222222,7.222222222,7.222222222,0.381462674,-0.280329861,1,0,0,0.8666,submitButton,6.407407407,-0.196809896,-0.399431424,0,0,0,0,2,2,90,1,16,21984,N,180,2022-02-09_21h46.08.133,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-67.77777778,-41,20,75,-228.7777778,7.777777778,7.777777778,0.420828993,-0.283177083,1,0,0,1.867,submitButton,7.777777778,-0.201770833,-0.401011285,0,0,0,0,3,3,115,1,41,21984,N,180,2022-02-09_21h46.08.133,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-35.55555556,77,20,75,65.44444444,11.55555556,11.55555556,0.235842014,-0.306796875,1,0,0,0.283,submitButton,9.666666667,-0.223372396,-0.389292535,0,0,0,0,4,4,76,1,77,21984,N,180,2022-02-09_21h46.08.133,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,39.44444444,39,20,75,32.44444444,6.555555556,6.555555556,0.409947917,-0.311757813,1,0,0,0.0657,submitButton,8.62962963,-0.203719618,-0.285021701,0,0,0,0,5,5,113,1,39,21984,N,180,2022-02-09_21h46.08.133,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,44.44444444,-20,20,75,-23.55555556,3.555555556,3.555555556,0.407907986,-0.305494792,1,0,0,0.8338,submitButton,3.555555556,-0.132877604,-0.404518229,0,0,0,0,6,6,19,1,20,21984,N,180,2022-02-09_21h46.08.133,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-60.55555556,50,20,75,56.44444444,6.444444444,6.444444444,0.182630208,-0.292447917,1,0,0,0.734,submitButton,5,-0.011927083,-0.303094618,0,0,0,0,7,7,124,1,50,21984,N,180,2022-02-09_21h46.08.133,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,64.44444444,-61,20,75,-58.55555556,2.444444444,2.444444444,0.413103299,-0.293862847,1,0,0,0.6501,submitButton,4.148148148,-0.143485243,-0.363702257,0,0,0,0,8,8,135,1,61,21984,N,180,2022-02-09_21h46.08.133,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-39.44444444,-74,20,75,-257.4444444,3.444444444,3.444444444,0.41234375,-0.295555556,1,0,0,2.1495,submitButton,3.444444444,-0.157052951,-0.401896701,0,0,0,0,9,9,148,1,74,21984,N,180,2022-02-09_21h46.08.133,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
