consentMouse1.x,consentMouse1.y,consentMouse1.leftButton,consentMouse1.midButton,consentMouse1.rightButton,consentMouse1.clicked_name,consent_Mouse.x,consent_Mouse.y,consent_Mouse.leftButton,consent_Mouse.midButton,consent_Mouse.rightButton,consent_Mouse.clicked_name,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,start_distance,fixedOri,minimalDistance,maxOri,this_ori,accuracy,presented_accuracy,submitMouse.x,submitMouse.y,submitMouse.leftButton,submitMouse.midButton,submitMouse.rightButton,submitMouse.time,submitMouse.clicked_name,block_accuracy,continueMouse.x,continueMouse.y,continueMouse.leftButton,continueMouse.midButton,continueMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,startOri,participant,condition,nTrials,date,expName,psychopyVersion,OS,frameRate,continueMouse.clicked_name,EndButtonMouse.x,EndButtonMouse.y,EndButtonMouse.leftButton,EndButtonMouse.midButton,EndButtonMouse.rightButton,EndButtonMouse.clicked_name
0.391015354,-0.401342163,1,0,0,consent_button1,0.394145101,-0.399130927,1,0,0,consent_button,-0.045203857,-0.317902968,1,0,0,52.22222222,-71,20,75,-26.77777778,44.22222222,44.22222222,0.179789361,-0.293462321,1,0,0,8.6325,submitButton,44.22222222,-0.027998047,-0.334414469,0,0,0,0,0,0,145,1,71,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,48.33333333,40,20,75,230.3333333,10.33333333,10.33333333,0.182518717,-0.305735135,1,0,0,1.9175,submitButton,27.27777778,0.298315904,-0.231843058,0,0,0,0,1,1,114,1,40,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,53.88888889,-61,20,75,-33.11111111,27.88888889,27.88888889,0.426999647,-0.323165283,1,0,0,0.1704,submitButton,27.48148148,0.182636176,-0.272784627,0,0,0,0,2,2,60,1,61,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,47.22222222,49,20,75,110.2222222,61.22222222,61.22222222,0.201285129,-0.289092882,1,0,0,1.2497,submitButton,61.22222222,0.159477336,-0.336239963,0,0,0,0,3,3,123,1,49,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,65,80,20,75,218,42,42,0.20541036,-0.307272949,1,0,0,0.4344,submitButton,51.61111111,0.175200602,-0.339907227,0,0,0,0,4,4,79,1,80,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,27.77777778,26,20,75,35.77777778,9.777777778,9.777777778,0.376507704,-0.301810506,1,0,0,0.0681,submitButton,37.66666667,0.284426202,-0.334282769,0,0,0,0,5,5,25,1,26,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,51.11111111,-33,20,75,-21.88888889,11.11111111,11.11111111,0.379393311,-0.292562663,1,0,0,0.068,submitButton,11.11111111,0.151042006,-0.32119005,0,0,0,0,6,6,32,1,33,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,-73.88888889,-5,20,75,-31.88888889,26.88888889,26.88888889,0.186419746,-0.299249064,1,0,0,0.0205,submitButton,19,0.190308024,-0.263747084,0,0,0,0,7,7,4,1,5,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,-42.77777778,47,20,75,32.22222222,14.77777778,14.77777778,-0.203308445,-0.378685574,1,0,0,0.8493,submitButton,17.59259259,0.19379381,-0.270650567,0,0,0,0,8,8,121,1,47,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,66.11111111,-33,20,75,-21.88888889,11.11111111,11.11111111,0.379840224,-0.279333835,1,0,0,0.0458,submitButton,11.11111111,0.109556478,-0.295505507,0,0,0,0,9,9,107,1,33,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,72.22222222,7,20,75,212.2222222,25.22222222,25.22222222,0.206637031,-0.295729574,1,0,0,1.7318,submitButton,18.16666667,-0.320470208,-0.411756999,0,0,0,0,10,10,6,1,7,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,61.11111111,-32,20,75,23.11111111,55.11111111,55.11111111,0.491757134,-0.287161051,1,0,0,1.6997,submitButton,30.48148148,0.219994371,-0.26362637,0,0,0,0,11,11,106,1,32,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,40,-72,20,75,-65,7,7,-0.17187066,-0.390742594,1,0,0,0.6837,submitButton,7,0.211778564,-0.37254659,0,0,0,0,12,12,146,1,72,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,31.11111111,-42,20,75,-39.88888889,2.111111111,2.111111111,-0.227046373,-0.37573995,1,0,0,0.6989,submitButton,4.555555556,0.271908027,-0.275588786,0,0,0,0,13,13,41,1,42,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,26.66666667,18,20,75,49.66666667,31.66666667,31.66666667,0.391893717,-0.301153971,1,0,0,0.4144,submitButton,13.59259259,0.35833591,-0.382462226,1,0,0,0,14,14,92,1,18,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,continueButton,,,,,,
,,,,,,,,,,,,,,,,,-31.11111111,60,20,75,28.88888889,31.11111111,31.11111111,-0.098069255,-0.306610311,1,0,0,0.7839,submitButton,31.11111111,0.247674018,-0.262070787,0,0,0,0,15,15,134,1,60,22158,N,180,2022-02-10_11h49.35.488,orientation adjustment blockN,2021.2.3,MacIntel,60.0024001,,,,,,,
