consentMouse1.x,consentMouse1.y,consentMouse1.leftButton,consentMouse1.midButton,consentMouse1.rightButton,consentMouse1.clicked_name,consent_Mouse.x,consent_Mouse.y,consent_Mouse.leftButton,consent_Mouse.midButton,consent_Mouse.rightButton,consent_Mouse.clicked_name,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,start_distance,fixedOri,minimalDistance,maxOri,this_ori,accuracy,presented_accuracy,submitMouse.x,submitMouse.y,submitMouse.leftButton,submitMouse.midButton,submitMouse.rightButton,submitMouse.time,submitMouse.clicked_name,block_accuracy,continueMouse.x,continueMouse.y,continueMouse.leftButton,continueMouse.midButton,continueMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,startOri,participant,condition,nTrials,date,expName,psychopyVersion,OS,frameRate,continueMouse.clicked_name,EndButtonMouse.x,EndButtonMouse.y,EndButtonMouse.leftButton,EndButtonMouse.midButton,EndButtonMouse.rightButton,EndButtonMouse.clicked_name
0.41421441,-0.407365451,1,0,0,consent_button1,0.41421441,-0.407365451,1,0,0,consent_button,0.415073785,-0.409084201,1,0,0,-37.22222222,-30,20,75,-219.2222222,9.222222222,9.222222222,0.117782118,-0.012873264,1,0,0,2.9488,submitButton,9.222222222,-0.209657118,-0.394717882,0,0,0,0,0,0,14,1,30,21589,N,180,2022-02-11_13h45.54.595,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-22.77777778,-75,20,75,-260.7777778,5.777777778,5.777777778,0.418428819,-0.310078125,1,0,0,0.8501,submitButton,7.5,-0.25203559,-0.397052951,0,0,0,0,1,1,59,1,75,21589,N,180,2022-02-11_13h45.54.595,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,34.44444444,47,20,75,24.44444444,22.55555556,22.55555556,0.379722222,-0.300538194,1,0,0,0.9838,submitButton,12.51851852,-0.203172743,-0.399500868,0,0,0,0,2,2,31,1,47,21589,N,180,2022-02-11_13h45.54.595,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-56.66666667,33,20,75,-138.6666667,8.333333333,8.333333333,0.377291667,-0.311901042,1,0,0,0.8336,submitButton,8.333333333,-0.302122396,-0.405212674,0,0,0,0,3,3,17,1,33,21589,N,180,2022-02-11_13h45.54.595,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-71.66666667,-53,20,75,-229.6666667,3.333333333,3.333333333,0.403007813,-0.307638889,1,0,0,0.1489,submitButton,5.833333333,-0.243980035,-0.403936632,0,0,0,0,4,4,37,1,53,21589,N,180,2022-02-11_13h45.54.595,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-48.88888889,48,20,75,40.11111111,7.888888889,7.888888889,0.406679687,-0.302213542,1,0,0,0.6324,submitButton,6.518518519,-0.376184896,-0.387196181,0,0,0,0,5,5,32,1,48,21589,N,180,2022-02-11_13h45.54.595,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-41.11111111,-66,20,75,-242.1111111,3.888888889,3.888888889,0.399913194,-0.294040799,1,0,0,1.1832,submitButton,3.888888889,-0.036102431,-0.240125868,0,0,0,0,6,6,50,1,66,21589,N,180,2022-02-11_13h45.54.595,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-66.66666667,74,20,75,74.33333333,0.333333333,0.333333333,0.18218316,-0.292855903,1,0,0,0.9337,submitButton,2.111111111,-0.274474826,-0.388446181,0,0,0,0,7,7,58,1,74,21589,N,180,2022-02-11_13h45.54.595,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-48.33333333,-23,20,75,-196.3333333,6.666666667,6.666666667,-0.212269965,-0.398085937,1,0,0,3.6991,submitButton,3.62962963,-0.212269965,-0.398085937,0,0,0,0,8,8,7,1,23,21589,N,180,2022-02-11_13h45.54.595,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-40.55555556,16,20,75,25.44444444,9.444444444,9.444444444,0.144587674,-0.30875434,1,0,0,0.5001,submitButton,9.444444444,-0.056983507,0.5,0,0,0,0,9,9,0,1,16,21589,N,180,2022-02-11_13h45.54.595,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
