consentMouse1.x,consentMouse1.y,consentMouse1.leftButton,consentMouse1.midButton,consentMouse1.rightButton,consentMouse1.clicked_name,consent_Mouse.x,consent_Mouse.y,consent_Mouse.leftButton,consent_Mouse.midButton,consent_Mouse.rightButton,consent_Mouse.clicked_name,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,start_distance,fixedOri,minimalDistance,maxOri,this_ori,accuracy,presented_accuracy,submitMouse.x,submitMouse.y,submitMouse.leftButton,submitMouse.midButton,submitMouse.rightButton,submitMouse.time,submitMouse.clicked_name,block_accuracy,continueMouse.x,continueMouse.y,continueMouse.leftButton,continueMouse.midButton,continueMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,startOri,participant,condition,nTrials,date,expName,psychopyVersion,OS,frameRate,continueMouse.clicked_name,EndButtonMouse.x,EndButtonMouse.y,EndButtonMouse.leftButton,EndButtonMouse.midButton,EndButtonMouse.rightButton,EndButtonMouse.clicked_name
0.362578125,-0.403663194,1,0,0,consent_button1,0.392513021,-0.404618056,1,0,0,consent_button,0.3084375,-0.366284722,1,0,0,-36.66666667,-55,20,75,-85.66666667,30.66666667,30.66666667,0.199804687,-0.308832465,1,0,0,1.9304,submitButton,30.66666667,-0.520898437,-0.407556424,0,0,0,0,0,0,39,1,55,69190,N,180,2022-02-15_20h46.32.762,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-48.88888889,-40,20,75,-55.88888889,15.88888889,15.88888889,0.368919271,-0.294852431,1,0,0,0.7162,submitButton,23.27777778,-0.602573785,-0.387673611,0,0,0,0,1,1,24,1,40,69190,N,180,2022-02-15_20h46.32.762,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-50.55555556,-60,20,75,-56.55555556,3.444444444,3.444444444,0.380985243,-0.312296007,1,0,0,0.5851,submitButton,16.66666667,0.090494792,-0.37687066,0,0,0,0,2,2,44,1,60,69190,N,180,2022-02-15_20h46.32.762,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-27.77777778,27,20,75,28.22222222,1.222222222,1.222222222,0.189739583,-0.293841146,1,0,0,0.3669,submitButton,1.222222222,0.157352431,-0.287890625,0,0,0,0,3,3,11,1,27,69190,N,180,2022-02-15_20h46.32.762,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-20.55555556,-49,20,75,-46.55555556,2.444444444,2.444444444,0.194435764,-0.289249132,1,0,0,0.0161,submitButton,1.833333333,-0.579036458,-0.413146701,0,0,0,0,4,4,33,1,49,69190,N,180,2022-02-15_20h46.32.762,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-37.22222222,23,20,75,14.77777778,8.222222222,8.222222222,0.173802083,-0.278615451,1,0,0,0.016,submitButton,3.962962963,0.188519965,-0.289726563,0,0,0,0,5,5,7,1,23,69190,N,180,2022-02-15_20h46.32.762,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,50.55555556,30,20,75,201.5555556,8.444444444,8.444444444,0.188259549,-0.286996528,1,0,0,0.484,submitButton,8.444444444,0.186336806,-0.29171441,0,0,0,0,6,6,14,1,30,69190,N,180,2022-02-15_20h46.32.762,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,45,-75,20,75,106,1,1,0.186336806,-0.29171441,1,0,0,2.099,submitButton,4.722222222,0.17578125,-0.292530382,0,0,0,0,7,7,59,1,75,69190,N,180,2022-02-15_20h46.32.762,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,60.55555556,34,20,75,214.5555556,0.555555556,0.555555556,-0.472326389,-0.437265625,1,0,0,2.4993,submitButton,3.333333333,0.226519097,-0.278962674,0,0,0,0,8,8,18,1,34,69190,N,180,2022-02-15_20h46.32.762,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,-47.77777778,-44,20,75,-50.77777778,6.777777778,6.777777778,-0.500863715,-0.404887153,1,0,0,1.5166,submitButton,6.777777778,0.21671875,-0.343880208,0,0,0,0,9,9,28,1,44,69190,N,180,2022-02-15_20h46.32.762,orientation adjustment blockN,2021.2.3,MacIntel,59.99880002,,,,,,,
